user_id,meal_id,ratings,meal_type
183,22317,4,dinner
187,22317,6,dinner
190,22317,5,dinner
220,22317,7,dinner
230,22317,10,dinner
236,22317,10,dinner
240,22317,6,dinner
241,22317,7,dinner
246,22317,6,dinner
250,22317,4,dinner
257,22317,8,dinner
262,22317,9,dinner
265,22317,8,dinner
284,22317,9,dinner
287,22317,9,dinner
292,22317,5,dinner
298,22317,8,dinner
300,22317,6,dinner
305,22317,6,dinner
321,22317,5,dinner
322,22317,5,dinner
323,22317,6,dinner
326,22317,7,dinner
329,22317,6,dinner
336,22317,9,dinner
339,22317,8,dinner
340,22317,6,dinner
346,22317,5,dinner
352,22317,8,dinner
361,22317,8,dinner
362,22317,7,dinner
367,22317,6,dinner
370,22317,8,dinner
373,22317,5,dinner
393,22317,10,dinner
398,22317,6,dinner
406,22317,10,dinner
416,22317,8,dinner
421,22317,5,dinner
422,22317,7,dinner
463,22317,8,dinner
468,22317,7,dinner
470,22317,6,dinner
490,22317,5,dinner
498,22317,8,dinner
506,22317,9,dinner
510,22317,10,dinner
511,22317,4,dinner
521,22317,6,dinner
524,22317,10,dinner
530,22317,8,dinner
535,22317,8,dinner
542,22317,10,dinner
544,22317,8,dinner
553,22317,4,dinner
558,22317,7,dinner
564,22317,10,dinner
568,22317,6,dinner
590,22317,5,dinner
592,22317,8,dinner
594,22317,4,dinner
606,22317,6,dinner
609,22317,7,dinner
616,22317,8,dinner
621,22317,4,dinner
627,22317,10,dinner
629,22317,7,dinner
635,22317,9,dinner
637,22317,8,dinner
643,22317,5,dinner
668,22317,7,dinner
670,22317,7,dinner
674,22317,6,dinner
683,22317,9,dinner
688,22317,4,dinner
692,22317,9,dinner
699,22317,9,dinner
715,22317,10,dinner
719,22317,9,dinner
720,22317,6,dinner
722,22317,10,dinner
723,22317,10,dinner
725,22317,10,dinner
728,22317,10,dinner
743,22317,7,dinner
744,22317,5,dinner
753,22317,6,dinner
754,22317,6,dinner
760,22317,8,dinner
763,22317,7,dinner
776,22317,4,dinner
778,22317,10,dinner
783,22317,6,dinner
798,22317,5,dinner
806,22317,9,dinner
807,22317,6,dinner
808,22317,6,dinner
822,22317,6,dinner
826,22317,4,dinner
827,22317,4,dinner
840,22317,9,dinner
843,22317,8,dinner
852,22317,10,dinner
853,22317,8,dinner
855,22317,9,dinner
860,22317,5,dinner
861,22317,6,dinner
879,22317,10,dinner
917,22317,9,dinner
926,22317,4,dinner
927,22317,4,dinner
930,22317,9,dinner
939,22317,6,dinner
944,22317,4,dinner
945,22317,5,dinner
946,22317,4,dinner
948,22317,7,dinner
953,22317,5,dinner
963,22317,5,dinner
966,22317,10,dinner
973,22317,5,dinner
988,22317,8,dinner
989,22317,5,dinner
991,22317,10,dinner
1036,22317,4,dinner
1053,22317,8,dinner
1058,22317,5,dinner
1061,22317,4,dinner
1063,22317,9,dinner
1071,22317,5,dinner
1077,22317,9,dinner
1088,22317,6,dinner
1097,22317,9,dinner
1105,22317,10,dinner
1108,22317,9,dinner
1116,22317,4,dinner
1117,22317,10,dinner
1139,22317,5,dinner
1145,22317,9,dinner
1164,22317,5,dinner
1169,22317,5,dinner
1184,22317,7,dinner
1193,22317,5,dinner
1194,22317,7,dinner
1199,22317,10,dinner
1205,22317,7,dinner
1206,22317,4,dinner
1226,22317,10,dinner
1230,22317,8,dinner
1231,22317,7,dinner
1232,22317,7,dinner
1233,22317,8,dinner
1234,22317,5,dinner
1241,22317,9,dinner
1247,22317,6,dinner
1248,22317,7,dinner
1264,22317,8,dinner
1275,22317,6,dinner
1278,22317,7,dinner
1282,22317,7,dinner
1289,22317,10,dinner
1292,22317,5,dinner
1293,22317,10,dinner
1301,22317,7,dinner
1306,22317,4,dinner
1311,22317,4,dinner
1316,22317,4,dinner
1327,22317,8,dinner
1332,22317,8,dinner
1336,22317,6,dinner
1344,22317,5,dinner
1352,22317,5,dinner
1357,22317,4,dinner
1368,22317,8,dinner
1373,22317,6,dinner
1380,22317,8,dinner
1392,22317,5,dinner
1395,22317,4,dinner
1417,22317,7,dinner
1437,22317,6,dinner
1448,22317,5,dinner
1455,22317,4,dinner
1457,22317,4,dinner
1458,22317,7,dinner
1478,22317,5,dinner
1485,22317,4,dinner
1486,22317,5,dinner
1498,22317,6,dinner
1511,22317,8,dinner
1515,22317,4,dinner
1517,22317,7,dinner
1520,22317,4,dinner
1533,22317,10,dinner
1535,22317,8,dinner
1540,22317,5,dinner
1542,22317,10,dinner
1544,22317,6,dinner
1547,22317,4,dinner
1554,22317,9,dinner
1568,22317,8,dinner
1599,22317,9,dinner
1601,22317,9,dinner
1604,22317,10,dinner
1607,22317,10,dinner
1617,22317,8,dinner
1619,22317,5,dinner
1630,22317,6,dinner
1632,22317,5,dinner
1639,22317,8,dinner
1641,22317,10,dinner
1647,22317,8,dinner
1657,22317,6,dinner
1659,22317,6,dinner
1664,22317,6,dinner
1668,22317,10,dinner
1670,22317,8,dinner
1674,22317,9,dinner
1681,22317,10,dinner
1689,22317,10,dinner
1693,22317,7,dinner
1696,22317,6,dinner
1698,22317,8,dinner
1706,22317,10,dinner
1714,22317,6,dinner
1719,22317,7,dinner
1721,22317,6,dinner
1727,22317,4,dinner
1737,22317,5,dinner
1769,22317,4,dinner
1774,22317,7,dinner
1783,22317,5,dinner
1796,22317,8,dinner
1797,22317,9,dinner
1811,22317,4,dinner
1813,22317,4,dinner
1829,22317,6,dinner
1834,22317,6,dinner
1836,22317,9,dinner
1850,22317,10,dinner
1857,22317,10,dinner
1865,22317,9,dinner
1866,22317,10,dinner
1876,22317,8,dinner
1877,22317,4,dinner
1879,22317,6,dinner
1883,22317,6,dinner
1891,22317,4,dinner
1895,22317,4,dinner
1897,22317,4,dinner
1904,22317,10,dinner
1914,22317,5,dinner
1916,22317,9,dinner
1919,22317,8,dinner
1922,22317,5,dinner
1925,22317,9,dinner
1937,22317,6,dinner
1948,22317,8,dinner
1957,22317,7,dinner
1991,22317,4,dinner
1992,22317,7,dinner
1993,22317,6,dinner
1994,22317,6,dinner
2011,22317,10,dinner
2015,22317,5,dinner
2021,22317,9,dinner
2023,22317,6,dinner
2029,22317,4,dinner
2031,22317,7,dinner
2039,22317,6,dinner
2040,22317,10,dinner
2043,22317,4,dinner
2044,22317,9,dinner
2048,22317,10,dinner
2053,22317,10,dinner
2060,22317,7,dinner
2066,22317,5,dinner
2068,22317,6,dinner
2073,22317,4,dinner
2076,22317,9,dinner
2077,22317,6,dinner
2080,22317,7,dinner
2083,22317,8,dinner
2085,22317,6,dinner
2092,22317,4,dinner
2094,22317,8,dinner
2106,22317,5,dinner
2110,22317,4,dinner
2116,22317,10,dinner
2144,22317,9,dinner
2149,22317,9,dinner
2151,22317,8,dinner
2158,22317,8,dinner
2164,22317,9,dinner
2168,22317,6,dinner
2177,22317,8,dinner
2183,22317,5,dinner
2187,22317,5,dinner
2195,22317,5,dinner
2196,22317,6,dinner
2200,22317,5,dinner
2203,22317,7,dinner
2208,22317,8,dinner
2209,22317,5,dinner
2225,22317,4,dinner
2229,22317,8,dinner
2241,22317,9,dinner
2246,22317,8,dinner
2256,22317,8,dinner
2260,22317,7,dinner
2262,22317,7,dinner
2266,22317,8,dinner
2276,22317,5,dinner
2281,22317,8,dinner
2282,22317,7,dinner
2296,22317,10,dinner
2297,22317,10,dinner
2299,22317,6,dinner
2306,22317,6,dinner
2311,22317,8,dinner
2319,22317,8,dinner
2329,22317,5,dinner
2330,22317,5,dinner
2334,22317,7,dinner
2341,22317,4,dinner
2347,22317,6,dinner
2349,22317,8,dinner
2359,22317,7,dinner
2362,22317,5,dinner
2363,22317,7,dinner
2366,22317,9,dinner
2382,22317,10,dinner
2390,22317,10,dinner
2406,22317,9,dinner
2414,22317,8,dinner
2421,22317,6,dinner
2424,22317,4,dinner
2431,22317,9,dinner
2432,22317,4,dinner
2442,22317,9,dinner
2463,22317,5,dinner
2464,22317,8,dinner
2476,22317,8,dinner
2478,22317,10,dinner
2486,22317,5,dinner
2490,22317,6,dinner
2495,22317,5,dinner
2496,22317,10,dinner
2514,22317,8,dinner
2516,22317,10,dinner
2519,22317,9,dinner
2530,22317,5,dinner
2538,22317,4,dinner
2555,22317,10,dinner
2559,22317,9,dinner
2566,22317,7,dinner
2573,22317,4,dinner
2576,22317,9,dinner
2579,22317,9,dinner
2583,22317,9,dinner
2586,22317,6,dinner
2597,22317,6,dinner
2602,22317,4,dinner
2608,22317,5,dinner
2619,22317,8,dinner
2639,22317,10,dinner
2640,22317,10,dinner
2645,22317,5,dinner
2653,22317,9,dinner
2663,22317,6,dinner
2672,22317,7,dinner
2679,22317,7,dinner
2681,22317,6,dinner
2683,22317,5,dinner
2688,22317,5,dinner
2689,22317,6,dinner
2702,22317,4,dinner
2703,22317,10,dinner
2706,22317,7,dinner
2708,22317,6,dinner
2713,22317,5,dinner
2714,22317,4,dinner
2716,22317,10,dinner
2719,22317,10,dinner
2763,22317,9,dinner
2766,22317,10,dinner
2776,22317,7,dinner
2779,22317,4,dinner
2780,22317,10,dinner
2798,22317,10,dinner
2815,22317,5,dinner
2837,22317,6,dinner
2838,22317,10,dinner
2839,22317,4,dinner
2841,22317,10,dinner
2858,22317,7,dinner
2864,22317,5,dinner
2867,22317,7,dinner
2876,22317,6,dinner
2883,22317,7,dinner
2889,22317,9,dinner
2893,22317,9,dinner
2897,22317,10,dinner
2902,22317,9,dinner
2904,22317,7,dinner
2915,22317,8,dinner
2918,22317,9,dinner
2929,22317,6,dinner
2930,22317,7,dinner
2931,22317,9,dinner
2937,22317,7,dinner
2945,22317,5,dinner
2949,22317,7,dinner
2953,22317,8,dinner
2956,22317,6,dinner
2962,22317,9,dinner
2974,22317,10,dinner
2979,22317,7,dinner
2997,22317,6,dinner
2,19878,6,dinner
3,19878,8,dinner
4,19878,10,dinner
12,19878,5,dinner
14,19878,9,dinner
34,19878,8,dinner
62,19878,9,dinner
73,19878,7,dinner
74,19878,4,dinner
83,19878,7,dinner
87,19878,10,dinner
88,19878,4,dinner
97,19878,10,dinner
98,19878,6,dinner
102,19878,7,dinner
115,19878,10,dinner
127,19878,6,dinner
130,19878,9,dinner
159,19878,4,dinner
163,19878,8,dinner
176,19878,10,dinner
179,19878,10,dinner
181,19878,6,dinner
185,19878,5,dinner
189,19878,8,dinner
196,19878,10,dinner
197,19878,6,dinner
200,19878,9,dinner
207,19878,4,dinner
210,19878,10,dinner
215,19878,8,dinner
219,19878,6,dinner
228,19878,8,dinner
238,19878,6,dinner
247,19878,6,dinner
249,19878,9,dinner
255,19878,9,dinner
267,19878,9,dinner
304,19878,5,dinner
324,19878,10,dinner
334,19878,4,dinner
339,19878,8,dinner
353,19878,5,dinner
359,19878,7,dinner
370,19878,5,dinner
378,19878,6,dinner
380,19878,10,dinner
382,19878,7,dinner
389,19878,6,dinner
390,19878,4,dinner
399,19878,9,dinner
407,19878,7,dinner
414,19878,10,dinner
415,19878,7,dinner
418,19878,6,dinner
423,19878,10,dinner
424,19878,8,dinner
443,19878,4,dinner
448,19878,5,dinner
458,19878,7,dinner
460,19878,9,dinner
466,19878,10,dinner
467,19878,9,dinner
470,19878,7,dinner
479,19878,7,dinner
489,19878,10,dinner
490,19878,5,dinner
492,19878,5,dinner
496,19878,5,dinner
502,19878,10,dinner
513,19878,7,dinner
518,19878,5,dinner
532,19878,10,dinner
551,19878,4,dinner
564,19878,6,dinner
567,19878,4,dinner
570,19878,6,dinner
602,19878,8,dinner
614,19878,9,dinner
615,19878,6,dinner
617,19878,10,dinner
621,19878,7,dinner
629,19878,6,dinner
635,19878,7,dinner
659,19878,5,dinner
660,19878,8,dinner
663,19878,4,dinner
665,19878,6,dinner
666,19878,8,dinner
669,19878,4,dinner
672,19878,5,dinner
677,19878,6,dinner
682,19878,6,dinner
685,19878,5,dinner
686,19878,5,dinner
687,19878,10,dinner
697,19878,6,dinner
704,19878,7,dinner
711,19878,4,dinner
720,19878,8,dinner
735,19878,9,dinner
748,19878,6,dinner
749,19878,10,dinner
753,19878,8,dinner
762,19878,7,dinner
765,19878,5,dinner
768,19878,7,dinner
781,19878,5,dinner
787,19878,8,dinner
792,19878,4,dinner
794,19878,4,dinner
796,19878,8,dinner
799,19878,10,dinner
803,19878,4,dinner
804,19878,8,dinner
812,19878,8,dinner
814,19878,6,dinner
816,19878,10,dinner
817,19878,4,dinner
828,19878,10,dinner
837,19878,10,dinner
842,19878,6,dinner
844,19878,9,dinner
849,19878,8,dinner
867,19878,10,dinner
873,19878,7,dinner
899,19878,7,dinner
910,19878,4,dinner
916,19878,7,dinner
923,19878,7,dinner
925,19878,5,dinner
928,19878,9,dinner
946,19878,6,dinner
948,19878,4,dinner
949,19878,8,dinner
955,19878,6,dinner
961,19878,9,dinner
968,19878,4,dinner
970,19878,9,dinner
978,19878,10,dinner
985,19878,7,dinner
996,19878,8,dinner
998,19878,6,dinner
1004,19878,4,dinner
1012,19878,5,dinner
1021,19878,9,dinner
1039,19878,6,dinner
1042,19878,5,dinner
1062,19878,10,dinner
1079,19878,9,dinner
1085,19878,8,dinner
1126,19878,6,dinner
1132,19878,8,dinner
1134,19878,5,dinner
1139,19878,10,dinner
1148,19878,4,dinner
1152,19878,6,dinner
1154,19878,10,dinner
1162,19878,7,dinner
1166,19878,5,dinner
1169,19878,10,dinner
1173,19878,5,dinner
1189,19878,7,dinner
1205,19878,6,dinner
1220,19878,10,dinner
1224,19878,5,dinner
1227,19878,4,dinner
1236,19878,4,dinner
1244,19878,4,dinner
1245,19878,10,dinner
1254,19878,10,dinner
1260,19878,10,dinner
1270,19878,5,dinner
1272,19878,4,dinner
1275,19878,9,dinner
1297,19878,7,dinner
1304,19878,9,dinner
1312,19878,10,dinner
1333,19878,10,dinner
1342,19878,7,dinner
1344,19878,8,dinner
1345,19878,9,dinner
1355,19878,4,dinner
1356,19878,8,dinner
1361,19878,4,dinner
1366,19878,7,dinner
1378,19878,4,dinner
1385,19878,5,dinner
1409,19878,5,dinner
1415,19878,5,dinner
1420,19878,9,dinner
1429,19878,5,dinner
1444,19878,4,dinner
1447,19878,7,dinner
1450,19878,4,dinner
1453,19878,5,dinner
1464,19878,4,dinner
1490,19878,4,dinner
1495,19878,10,dinner
1496,19878,9,dinner
1502,19878,5,dinner
1511,19878,6,dinner
1512,19878,7,dinner
1523,19878,7,dinner
1524,19878,6,dinner
1533,19878,8,dinner
1545,19878,7,dinner
1561,19878,9,dinner
1564,19878,9,dinner
1568,19878,4,dinner
1570,19878,4,dinner
1574,19878,4,dinner
1582,19878,6,dinner
1587,19878,8,dinner
1591,19878,5,dinner
1594,19878,6,dinner
1599,19878,8,dinner
1617,19878,10,dinner
1620,19878,4,dinner
1627,19878,6,dinner
1637,19878,10,dinner
1646,19878,7,dinner
1649,19878,5,dinner
1672,19878,8,dinner
1679,19878,5,dinner
1686,19878,10,dinner
1687,19878,9,dinner
1693,19878,7,dinner
1702,19878,10,dinner
1703,19878,5,dinner
1725,19878,8,dinner
1727,19878,9,dinner
1735,19878,8,dinner
1740,19878,7,dinner
1742,19878,10,dinner
1747,19878,5,dinner
1754,19878,7,dinner
1755,19878,5,dinner
1770,19878,8,dinner
1776,19878,10,dinner
1777,19878,9,dinner
1787,19878,9,dinner
1813,19878,10,dinner
1841,19878,4,dinner
1846,19878,10,dinner
1851,19878,10,dinner
1860,19878,6,dinner
1867,19878,7,dinner
1876,19878,6,dinner
1898,19878,4,dinner
1907,19878,5,dinner
1912,19878,7,dinner
1925,19878,4,dinner
1941,19878,4,dinner
1947,19878,10,dinner
1948,19878,7,dinner
1951,19878,7,dinner
1953,19878,5,dinner
1964,19878,10,dinner
1971,19878,4,dinner
1975,19878,9,dinner
1976,19878,4,dinner
1982,19878,10,dinner
2013,19878,8,dinner
2018,19878,8,dinner
2028,19878,6,dinner
2047,19878,10,dinner
2055,19878,9,dinner
2061,19878,10,dinner
2064,19878,9,dinner
2074,19878,7,dinner
2083,19878,5,dinner
2085,19878,8,dinner
2087,19878,9,dinner
2092,19878,10,dinner
2093,19878,7,dinner
2098,19878,4,dinner
2103,19878,6,dinner
2117,19878,6,dinner
2128,19878,5,dinner
2131,19878,5,dinner
2135,19878,4,dinner
2139,19878,8,dinner
2140,19878,10,dinner
2155,19878,8,dinner
2156,19878,8,dinner
2159,19878,4,dinner
2160,19878,4,dinner
2161,19878,7,dinner
2165,19878,6,dinner
2168,19878,10,dinner
2184,19878,7,dinner
2195,19878,9,dinner
2196,19878,5,dinner
2197,19878,6,dinner
2205,19878,9,dinner
2211,19878,8,dinner
2213,19878,9,dinner
2216,19878,8,dinner
2223,19878,7,dinner
2224,19878,6,dinner
2226,19878,7,dinner
2229,19878,9,dinner
2236,19878,10,dinner
2238,19878,9,dinner
2264,19878,6,dinner
2271,19878,8,dinner
2276,19878,5,dinner
2280,19878,10,dinner
2286,19878,8,dinner
2293,19878,6,dinner
2307,19878,9,dinner
2326,19878,8,dinner
2327,19878,7,dinner
2332,19878,7,dinner
2346,19878,4,dinner
2352,19878,9,dinner
2354,19878,8,dinner
2357,19878,8,dinner
2379,19878,9,dinner
2407,19878,7,dinner
2413,19878,8,dinner
2415,19878,9,dinner
2418,19878,10,dinner
2437,19878,10,dinner
2441,19878,4,dinner
2449,19878,6,dinner
2451,19878,10,dinner
2454,19878,4,dinner
2467,19878,8,dinner
2475,19878,8,dinner
2482,19878,5,dinner
2488,19878,9,dinner
2492,19878,9,dinner
2505,19878,10,dinner
2523,19878,7,dinner
2534,19878,8,dinner
2536,19878,8,dinner
2549,19878,9,dinner
2556,19878,4,dinner
2558,19878,4,dinner
2584,19878,9,dinner
2593,19878,9,dinner
2596,19878,10,dinner
2604,19878,10,dinner
2613,19878,7,dinner
2619,19878,10,dinner
2621,19878,7,dinner
2622,19878,9,dinner
2623,19878,7,dinner
2624,19878,4,dinner
2626,19878,6,dinner
2633,19878,8,dinner
2638,19878,9,dinner
2641,19878,5,dinner
2667,19878,7,dinner
2669,19878,8,dinner
2671,19878,6,dinner
2674,19878,5,dinner
2678,19878,7,dinner
2683,19878,7,dinner
2685,19878,10,dinner
2691,19878,6,dinner
2697,19878,10,dinner
2709,19878,9,dinner
2713,19878,8,dinner
2738,19878,4,dinner
2750,19878,10,dinner
2753,19878,7,dinner
2758,19878,6,dinner
2762,19878,10,dinner
2765,19878,5,dinner
2767,19878,5,dinner
2773,19878,7,dinner
2777,19878,10,dinner
2778,19878,10,dinner
2779,19878,4,dinner
2788,19878,5,dinner
2800,19878,8,dinner
2816,19878,9,dinner
2824,19878,7,dinner
2828,19878,9,dinner
2833,19878,10,dinner
2836,19878,8,dinner
2849,19878,8,dinner
2855,19878,9,dinner
2862,19878,8,dinner
2864,19878,6,dinner
2873,19878,4,dinner
2878,19878,9,dinner
2879,19878,10,dinner
2900,19878,9,dinner
2904,19878,5,dinner
2907,19878,7,dinner
2925,19878,5,dinner
2947,19878,5,dinner
2953,19878,7,dinner
2966,19878,5,dinner
2973,19878,8,dinner
2998,19878,4,dinner
2,3931,5,dinner
9,3931,10,dinner
14,3931,10,dinner
27,3931,9,dinner
30,3931,10,dinner
32,3931,6,dinner
34,3931,9,dinner
35,3931,4,dinner
56,3931,6,dinner
66,3931,6,dinner
76,3931,9,dinner
81,3931,10,dinner
101,3931,7,dinner
111,3931,7,dinner
119,3931,5,dinner
136,3931,10,dinner
137,3931,9,dinner
138,3931,9,dinner
144,3931,5,dinner
147,3931,4,dinner
150,3931,5,dinner
154,3931,4,dinner
165,3931,5,dinner
167,3931,8,dinner
173,3931,7,dinner
183,3931,9,dinner
193,3931,7,dinner
195,3931,6,dinner
212,3931,5,dinner
221,3931,10,dinner
226,3931,8,dinner
229,3931,10,dinner
231,3931,9,dinner
232,3931,4,dinner
238,3931,10,dinner
243,3931,5,dinner
244,3931,9,dinner
261,3931,7,dinner
266,3931,5,dinner
270,3931,7,dinner
275,3931,6,dinner
282,3931,8,dinner
286,3931,9,dinner
294,3931,4,dinner
311,3931,4,dinner
320,3931,4,dinner
324,3931,5,dinner
335,3931,7,dinner
343,3931,4,dinner
348,3931,6,dinner
354,3931,7,dinner
358,3931,5,dinner
368,3931,9,dinner
369,3931,7,dinner
377,3931,5,dinner
384,3931,8,dinner
388,3931,8,dinner
392,3931,9,dinner
401,3931,6,dinner
404,3931,6,dinner
407,3931,6,dinner
414,3931,5,dinner
424,3931,5,dinner
433,3931,7,dinner
448,3931,6,dinner
455,3931,9,dinner
457,3931,8,dinner
461,3931,5,dinner
464,3931,7,dinner
468,3931,8,dinner
480,3931,10,dinner
481,3931,7,dinner
491,3931,9,dinner
495,3931,5,dinner
500,3931,4,dinner
504,3931,10,dinner
506,3931,4,dinner
507,3931,4,dinner
509,3931,7,dinner
524,3931,6,dinner
556,3931,8,dinner
558,3931,7,dinner
578,3931,7,dinner
591,3931,5,dinner
600,3931,8,dinner
610,3931,9,dinner
611,3931,9,dinner
622,3931,10,dinner
629,3931,6,dinner
635,3931,10,dinner
644,3931,5,dinner
657,3931,8,dinner
661,3931,9,dinner
670,3931,6,dinner
682,3931,8,dinner
683,3931,10,dinner
690,3931,4,dinner
710,3931,4,dinner
717,3931,8,dinner
730,3931,7,dinner
737,3931,5,dinner
738,3931,10,dinner
750,3931,10,dinner
758,3931,10,dinner
770,3931,4,dinner
776,3931,10,dinner
790,3931,5,dinner
795,3931,8,dinner
797,3931,9,dinner
830,3931,5,dinner
835,3931,10,dinner
836,3931,6,dinner
845,3931,10,dinner
853,3931,7,dinner
862,3931,10,dinner
864,3931,8,dinner
865,3931,9,dinner
866,3931,10,dinner
871,3931,8,dinner
880,3931,5,dinner
885,3931,5,dinner
900,3931,8,dinner
924,3931,10,dinner
929,3931,8,dinner
934,3931,8,dinner
944,3931,5,dinner
946,3931,6,dinner
950,3931,7,dinner
952,3931,6,dinner
953,3931,7,dinner
957,3931,10,dinner
969,3931,4,dinner
974,3931,4,dinner
1020,3931,9,dinner
1022,3931,4,dinner
1023,3931,10,dinner
1024,3931,10,dinner
1027,3931,9,dinner
1028,3931,6,dinner
1037,3931,9,dinner
1038,3931,6,dinner
1051,3931,6,dinner
1068,3931,7,dinner
1069,3931,7,dinner
1089,3931,7,dinner
1107,3931,8,dinner
1118,3931,5,dinner
1126,3931,9,dinner
1131,3931,9,dinner
1141,3931,7,dinner
1142,3931,7,dinner
1147,3931,6,dinner
1149,3931,4,dinner
1154,3931,8,dinner
1156,3931,6,dinner
1159,3931,10,dinner
1167,3931,4,dinner
1174,3931,10,dinner
1177,3931,8,dinner
1191,3931,6,dinner
1193,3931,7,dinner
1198,3931,10,dinner
1204,3931,4,dinner
1208,3931,6,dinner
1210,3931,6,dinner
1232,3931,7,dinner
1234,3931,10,dinner
1235,3931,6,dinner
1236,3931,9,dinner
1242,3931,10,dinner
1246,3931,8,dinner
1252,3931,8,dinner
1258,3931,9,dinner
1265,3931,10,dinner
1280,3931,6,dinner
1287,3931,6,dinner
1320,3931,9,dinner
1328,3931,8,dinner
1342,3931,6,dinner
1359,3931,10,dinner
1381,3931,4,dinner
1386,3931,9,dinner
1390,3931,4,dinner
1394,3931,5,dinner
1408,3931,4,dinner
1414,3931,8,dinner
1416,3931,5,dinner
1428,3931,8,dinner
1429,3931,7,dinner
1430,3931,7,dinner
1446,3931,10,dinner
1451,3931,9,dinner
1454,3931,6,dinner
1455,3931,5,dinner
1459,3931,4,dinner
1464,3931,6,dinner
1473,3931,5,dinner
1483,3931,4,dinner
1500,3931,6,dinner
1509,3931,10,dinner
1510,3931,4,dinner
1512,3931,9,dinner
1514,3931,5,dinner
1515,3931,7,dinner
1519,3931,10,dinner
1520,3931,8,dinner
1541,3931,10,dinner
1561,3931,8,dinner
1567,3931,4,dinner
1587,3931,5,dinner
1591,3931,4,dinner
1592,3931,9,dinner
1609,3931,8,dinner
1610,3931,4,dinner
1612,3931,7,dinner
1624,3931,9,dinner
1629,3931,7,dinner
1630,3931,6,dinner
1634,3931,10,dinner
1636,3931,7,dinner
1648,3931,9,dinner
1656,3931,6,dinner
1665,3931,4,dinner
1671,3931,9,dinner
1676,3931,7,dinner
1689,3931,4,dinner
1691,3931,5,dinner
1694,3931,5,dinner
1707,3931,8,dinner
1708,3931,7,dinner
1717,3931,4,dinner
1724,3931,9,dinner
1726,3931,7,dinner
1730,3931,5,dinner
1746,3931,8,dinner
1747,3931,9,dinner
1749,3931,7,dinner
1750,3931,5,dinner
1756,3931,7,dinner
1759,3931,9,dinner
1765,3931,8,dinner
1786,3931,7,dinner
1795,3931,4,dinner
1800,3931,8,dinner
1826,3931,6,dinner
1827,3931,9,dinner
1830,3931,8,dinner
1834,3931,6,dinner
1835,3931,4,dinner
1839,3931,5,dinner
1842,3931,10,dinner
1860,3931,8,dinner
1873,3931,4,dinner
1881,3931,5,dinner
1883,3931,6,dinner
1884,3931,8,dinner
1885,3931,8,dinner
1886,3931,8,dinner
1893,3931,6,dinner
1899,3931,7,dinner
1905,3931,5,dinner
1911,3931,6,dinner
1917,3931,8,dinner
1926,3931,10,dinner
1934,3931,5,dinner
1940,3931,5,dinner
1942,3931,6,dinner
1956,3931,10,dinner
1965,3931,4,dinner
1969,3931,6,dinner
1975,3931,9,dinner
1988,3931,4,dinner
1994,3931,10,dinner
1999,3931,7,dinner
2011,3931,6,dinner
2017,3931,8,dinner
2019,3931,8,dinner
2023,3931,8,dinner
2024,3931,8,dinner
2030,3931,4,dinner
2039,3931,6,dinner
2044,3931,7,dinner
2058,3931,8,dinner
2061,3931,4,dinner
2067,3931,9,dinner
2071,3931,7,dinner
2073,3931,10,dinner
2082,3931,10,dinner
2094,3931,7,dinner
2109,3931,5,dinner
2135,3931,8,dinner
2141,3931,5,dinner
2148,3931,6,dinner
2155,3931,9,dinner
2159,3931,10,dinner
2161,3931,7,dinner
2183,3931,8,dinner
2232,3931,7,dinner
2240,3931,9,dinner
2251,3931,10,dinner
2252,3931,10,dinner
2263,3931,4,dinner
2271,3931,9,dinner
2291,3931,9,dinner
2296,3931,8,dinner
2301,3931,8,dinner
2307,3931,7,dinner
2323,3931,10,dinner
2344,3931,6,dinner
2350,3931,5,dinner
2355,3931,8,dinner
2357,3931,8,dinner
2359,3931,7,dinner
2365,3931,7,dinner
2374,3931,4,dinner
2377,3931,6,dinner
2385,3931,7,dinner
2387,3931,9,dinner
2398,3931,10,dinner
2402,3931,10,dinner
2408,3931,6,dinner
2423,3931,7,dinner
2431,3931,6,dinner
2444,3931,10,dinner
2460,3931,5,dinner
2489,3931,6,dinner
2500,3931,10,dinner
2509,3931,4,dinner
2517,3931,9,dinner
2527,3931,5,dinner
2547,3931,10,dinner
2551,3931,10,dinner
2552,3931,4,dinner
2559,3931,6,dinner
2562,3931,10,dinner
2565,3931,8,dinner
2583,3931,6,dinner
2591,3931,8,dinner
2597,3931,4,dinner
2598,3931,5,dinner
2610,3931,5,dinner
2612,3931,4,dinner
2614,3931,10,dinner
2619,3931,9,dinner
2624,3931,4,dinner
2626,3931,5,dinner
2632,3931,5,dinner
2633,3931,6,dinner
2647,3931,4,dinner
2648,3931,9,dinner
2650,3931,4,dinner
2663,3931,4,dinner
2670,3931,7,dinner
2681,3931,9,dinner
2692,3931,8,dinner
2700,3931,9,dinner
2706,3931,10,dinner
2716,3931,5,dinner
2724,3931,4,dinner
2725,3931,7,dinner
2745,3931,6,dinner
2753,3931,9,dinner
2772,3931,4,dinner
2786,3931,5,dinner
2788,3931,8,dinner
2798,3931,5,dinner
2827,3931,7,dinner
2840,3931,9,dinner
2843,3931,6,dinner
2849,3931,4,dinner
2853,3931,5,dinner
2891,3931,7,dinner
2908,3931,5,dinner
2912,3931,7,dinner
2914,3931,10,dinner
2924,3931,4,dinner
2925,3931,9,dinner
2939,3931,6,dinner
2941,3931,8,dinner
2971,3931,8,dinner
